,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_138703,0,0,0,1,0,0,0,0,0,0,0,0
NM_138737,3,1,0,0,0,0,0,0,0,0,0,2
NM_138780,0,0,0,0,0,0,0,0,0,0,0,0
NM_138819,0,2,1,0,2,1,1,0,1,0,0,0
NM_138923,0,0,0,0,0,0,0,0,0,0,0,0
NM_138960,0,0,0,0,0,0,0,0,0,0,0,0
NM_139058,1,0,3,1,2,0,1,1,1,0,1,2
NM_139250,0,0,0,0,0,0,0,0,0,0,0,0
NM_139282,1,5,1,3,1,1,3,0,1,1,0,1
NM_139289,0,0,0,0,0,0,0,0,0,0,0,0
NM_144495,0,0,0,0,0,0,0,0,0,0,0,0
NM_144657,0,0,0,0,0,0,0,0,0,0,0,0
NM_144658,1972,2200,1359,815,1364,887,2202,1478,1514,1327,1553,1587
NM_144967,0,0,0,0,0,0,0,0,0,0,0,0
NM_144968,0,2,0,0,0,0,1,0,0,1,0,1
NM_144969,0,0,0,0,0,0,0,0,0,0,0,0
NM_144970,1460,1495,1953,921,961,746,1489,1200,1779,1302,1259,1813
NM_145052,0,0,0,0,0,0,0,0,0,0,0,0
NM_145119,0,0,0,0,0,0,0,0,0,0,0,0
NM_145177,529,397,405,438,335,191,440,387,547,291,349,304
NM_145234,0,0,0,0,0,0,0,0,0,0,0,0
NM_145284,0,0,0,0,0,0,0,0,0,0,0,0
NM_145305,488,622,438,390,520,208,836,532,643,459,642,532
NM_145662,0,0,0,0,0,0,0,0,0,0,0,0
NM_145799,2990,3559,6306,2584,2150,1891,4188,2036,2477,2858,2375,2809
NM_145800,0,0,0,0,0,0,0,0,0,0,0,0
NM_145802,0,0,0,0,0,0,0,0,0,0,0,0
NM_145812,0,0,0,0,1,0,0,1,2,0,0,0
NM_147175,0,0,0,0,0,0,0,0,0,0,0,0
NM_152224,0,0,0,0,0,0,0,0,0,0,0,0
NM_152226,0,0,0,0,0,0,0,0,0,0,0,0
NM_152274,0,0,0,0,0,0,2,0,1,0,0,0
NM_152278,4,1,0,0,1,0,0,0,0,0,0,0
NM_152423,0,0,0,0,0,0,0,0,0,0,0,0
NM_152424,839,733,770,399,485,264,842,439,1002,605,488,587
NM_152577,0,0,0,0,0,0,0,0,0,0,0,0
NM_152578,0,0,1,1,1,0,0,0,0,0,0,0
NM_152581,19,12,12,6,6,5,9,8,12,7,4,8
NM_152582,0,0,0,0,0,0,0,0,0,0,0,0
NM_152630,0,0,0,0,0,0,0,0,0,0,0,0
NM_152631,0,0,0,0,0,0,0,0,0,0,0,0
NM_152632,0,0,0,0,0,0,0,0,0,0,0,0
NM_152633,0,0,0,0,0,0,0,0,0,0,0,0
NM_152634,0,0,0,2,0,0,1,0,0,0,1,0
NM_152692,1,4,1,0,0,0,3,1,2,1,2,0
NM_152694,4,6,3,1,0,3,4,3,9,6,2,0
NM_152695,97,115,65,50,60,29,118,70,103,47,89,59
NM_152761,0,0,0,0,0,0,0,0,0,0,0,0
NM_152780,0,0,0,0,0,0,0,0,0,0,0,0
NM_152787,1294,1441,887,534,857,454,1346,889,1455,807,1117,1017
NM_152856,0,0,0,0,0,0,0,0,0,0,0,0
NM_152869,0,0,0,0,0,0,0,0,0,0,0,0
NM_153183,0,0,0,0,0,0,0,0,0,0,0,0
NM_153252,1366,1673,1112,582,750,589,1378,892,1533,893,1048,1095
NM_153270,0,12,0,0,2,0,6,5,22,2,27,3
NM_153280,6,8,2,0,3,4,4,4,4,1,4,4
NM_153333,1,0,2,0,0,0,0,0,1,0,0,0
NM_153346,0,0,0,0,0,0,0,0,0,0,0,0
NM_153380,0,0,0,0,0,0,0,0,0,0,0,0
NM_153448,0,0,0,0,0,0,0,0,0,0,0,0
NM_153477,0,0,0,0,0,0,0,0,0,0,0,0
NM_153478,0,0,0,0,0,0,0,0,0,0,0,0
NM_153488,0,0,0,0,0,0,0,0,0,0,0,0
NM_153834,0,0,0,0,0,0,0,0,0,0,0,0
NM_170750,0,0,0,0,0,0,0,0,0,0,0,0
NM_171998,402,376,436,347,329,146,418,341,395,257,630,414
NM_172245,0,0,0,0,0,0,0,0,0,0,0,0
NM_172246,0,0,0,0,0,0,0,0,0,0,0,0
NM_172247,0,0,0,0,0,0,0,0,0,0,0,0
NM_172249,0,0,0,0,0,0,0,0,0,0,0,0
NM_172377,0,0,0,0,0,0,0,0,0,0,0,0
NM_173078,0,0,0,0,0,0,0,0,0,0,0,0
NM_173358,0,0,0,0,0,0,0,0,0,0,0,0
NM_173470,907,1035,849,812,882,410,994,952,1142,679,888,766
NM_173493,0,0,0,0,0,0,0,1,0,0,0,0
NM_173494,0,0,0,0,0,0,0,0,0,0,0,0
NM_173495,0,0,0,0,0,0,0,0,0,0,0,1
NM_173523,0,0,0,0,0,0,0,0,0,0,0,0
NM_173571,0,0,0,0,0,0,0,0,0,0,0,0
NM_173694,6,5,3,0,1,2,5,0,6,2,1,3
NM_173698,0,0,0,0,0,0,0,0,0,0,0,0
NM_173699,0,0,0,0,0,0,0,0,0,0,0,0
NM_173794,364,466,482,278,320,152,445,394,511,309,339,465
NM_173798,0,0,0,0,0,0,0,0,0,0,0,0
NM_173834,3,1,0,0,0,3,2,0,1,1,2,2
NM_174869,8,9,11,8,7,1,15,6,7,1,5,7
NM_174901,2,2,6,2,2,3,2,2,5,2,3,1
NM_174912,79,158,87,36,21,47,51,55,79,40,113,146
NM_174951,0,0,0,0,0,0,0,0,0,0,0,0
NM_175569,0,0,0,0,0,0,0,0,0,0,0,0
NM_175698,0,0,0,0,0,0,0,0,0,0,0,0
NM_175723,0,0,0,0,0,0,0,0,0,0,0,0
NM_175729,0,0,0,0,0,0,0,0,0,0,0,0
NM_175742,0,0,0,0,0,0,0,0,0,0,0,0
NM_175743,0,0,0,0,0,0,0,0,0,0,0,0
NM_175859,2,3,1,13,23,1,23,14,17,6,12,14
NM_175868,0,0,0,0,0,0,0,0,0,0,0,0
NM_176786,5,2,1,0,0,2,0,0,1,0,1,2
NM_176819,2,0,0,0,0,0,0,0,0,0,0,0
NM_177404,0,0,0,0,0,0,0,0,0,0,0,0
NM_177415,0,0,0,0,0,0,0,0,0,0,0,0
NM_177433,0,0,0,0,0,0,0,0,0,0,0,0
NM_177439,1,0,0,0,1,0,2,0,1,0,0,1
NM_177456,0,0,0,0,0,0,0,0,0,0,0,0
NM_177535,0,0,0,0,0,0,0,0,0,0,0,0
NM_177537,0,0,0,0,0,0,0,0,0,0,0,0
NM_177556,0,0,0,0,0,0,0,0,0,0,0,0
NM_177557,0,0,0,0,0,0,0,0,0,0,0,0
NM_177947,0,0,0,0,0,0,0,0,0,0,0,0
NM_177948,4,5,5,1,2,2,5,1,10,1,5,3
NM_177949,0,0,1,0,0,0,0,0,0,0,0,0
NM_178124,0,0,0,0,0,0,0,0,0,0,0,0
NM_178129,5781,4009,5467,2779,3599,1945,3684,3403,3288,2134,3963,3614
NM_178151,0,0,0,0,0,0,0,0,0,0,0,0
NM_178152,0,0,0,0,0,0,0,0,0,0,0,0
NM_178153,0,0,0,0,0,0,0,0,0,0,0,0
NM_178175,86,66,34,11,47,11,68,52,89,23,39,35
NM_178270,0,0,0,0,0,0,0,0,0,0,0,0
NM_178470,0,0,0,0,0,0,0,0,0,0,0,0
NM_178471,1,0,0,0,0,0,0,0,0,0,0,0
NM_178813,0,0,0,0,0,0,0,0,0,0,0,0
NM_181303,0,0,1,0,0,0,0,0,1,0,0,0
NM_181311,0,0,0,0,0,0,0,0,0,0,0,0
NM_181312,0,0,0,0,0,0,0,0,0,0,0,0
NM_181313,0,0,0,0,0,0,0,0,0,0,0,0
NM_181332,0,0,0,0,0,0,0,0,0,0,0,0
NM_181532,1,0,1,0,0,0,0,0,0,0,0,0
NM_181672,0,0,0,0,1,0,0,0,0,0,0,0
NM_181673,0,0,0,0,0,0,0,0,0,0,0,0
NM_181762,0,0,0,0,0,0,0,0,0,0,0,0
NM_182314,0,0,0,0,0,0,0,0,0,0,0,0
NM_182506,0,0,0,0,0,0,0,0,0,0,0,0
NM_182540,1276,984,1013,545,776,456,1003,767,860,509,1149,749
NM_182541,1,0,0,0,0,0,2,0,0,0,0,1
NM_182607,0,0,0,0,0,0,0,0,0,0,0,0
NM_182680,0,0,0,0,0,0,1,0,0,0,0,0
NM_182681,0,0,0,0,0,0,0,0,0,0,0,0
NM_182699,0,0,0,0,0,0,0,0,0,0,0,0
NM_183353,0,0,0,0,0,0,0,0,0,0,0,0
NM_194277,0,0,0,0,0,0,0,0,0,0,0,0
NM_194324,0,0,2,0,0,0,1,0,0,0,0,0
NM_194463,0,0,0,0,0,0,0,0,1,1,0,0
NM_198057,4,4,2,3,9,0,9,11,11,10,16,7
NM_198270,0,0,0,0,0,0,0,0,0,0,0,0
NM_198279,258,389,222,134,221,92,404,189,283,164,243,200
NM_198333,0,0,0,0,0,0,0,0,0,0,0,0
NM_198450,878,1162,701,528,567,363,973,538,850,585,604,834
NM_198451,0,0,0,0,0,0,0,0,1,0,0,0
NM_198456,25,39,45,19,20,15,37,13,40,21,25,21
NM_198465,0,0,1,0,0,0,0,0,0,0,0,0
NM_198510,0,0,0,0,0,0,0,0,0,0,0,0
NM_198511,0,0,0,0,0,0,0,0,0,0,0,0
NM_198512,8,5,11,2,5,0,12,5,1,19,8,8
NM_198881,5,1,3,0,3,1,2,5,1,1,7,2
NM_199478,0,0,0,0,0,0,0,0,0,0,0,0
NM_201222,4,6,4,0,3,1,2,6,5,1,1,2
NM_201286,88,96,86,43,94,24,152,83,157,91,48,64
NM_201599,4,1,0,0,2,0,1,1,0,0,1,0
NM_203281,0,0,0,0,0,0,0,0,0,0,0,0
NM_203303,0,0,0,0,0,0,0,0,0,0,0,0
NM_203391,0,0,0,0,0,0,0,0,0,0,0,0
NM_203407,0,0,0,0,0,0,0,0,0,0,0,0
NM_203408,0,0,0,0,0,0,0,0,0,0,0,0
NM_203473,0,0,0,0,0,0,0,0,0,0,0,0
NM_203474,0,0,0,0,0,0,0,0,0,0,0,0
NM_203475,0,0,0,0,0,0,0,0,0,0,0,0
NM_205833,0,0,0,0,0,0,0,0,0,0,0,0
NM_205849,0,0,0,0,0,0,0,0,0,0,0,0
NM_205856,0,0,1,0,0,0,0,1,0,1,0,0
NM_206915,0,0,0,0,0,0,0,0,0,0,0,0
NM_206917,0,0,0,0,0,0,0,0,0,0,0,0
NM_206923,69,53,43,34,50,23,86,40,88,22,69,38
NM_207318,1341,1803,1220,687,1046,571,1224,1180,1488,817,1384,1183
NM_207320,0,0,0,0,0,0,0,0,0,0,0,0
NM_207339,0,0,0,2,0,0,0,0,0,0,1,0
NM_207422,109,233,258,103,109,98,124,310,229,185,263,308
NM_212559,16,19,42,2,2,3,6,6,3,2,7,2
